Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP2
1,12.6,0,0.101281,4,55.0956,5,1985,1,2,3,2020.0372,0
1,18.25,0,0.012300013,6,160.4894,7,2002,1,1,1,3073.9986,2
1,15.85,0,0.057313443,13,53.3956,8,1997,2,0,1,1364.89,0
1,6.575,1,0.075625152,1,145.7444,9,1999,1,0,1,3193.1768,2
2,17.75,0,0.030568919,11,177.866,7,2002,1,1,1,2336.958,2
0,12.6,0,0.198424841,14,185.2924,4,1985,2,0,0,370.1848,2
1,12.6,1,0.029578726,4,143.5786,5,1985,1,2,3,3756.4436,2
1,12.6,0,0.213125482,13,44.9428,4,1985,2,0,0,175.7712,0
1,16.7,1,0.120137953,6,181.2976,2,2007,1,1,1,3078.6592,2
2,10.85,0,0.028679894,9,115.1808,8,1997,2,0,1,2109.2544,1
1,10.0,0,0.099804623,13,113.7544,9,1999,1,0,1,3243.7776,1
1,13.65,1,0.044526443,10,37.9532,0,1998,2,2,0,71.9064,0
1,19.0,1,0.162882227,5,46.8718,0,1998,2,2,0,189.0872,0
1,9.6,1,0.022404493,1,102.499,2,2007,1,1,1,2579.975,1
1,12.0,0,0.075975642,0,124.1388,2,2007,1,1,1,1486.0656,1
1,5.925,1,0.09644909,4,43.8086,6,2004,2,1,1,312.2602,0
2,13.0,0,0.041816615,9,254.5014,6,2004,2,1,1,4845.0266,3
1,8.18,1,0.082867689,5,58.5588,2,2007,1,1,1,171.7764,0
1,12.8,0,0.076214289,6,96.541,7,2002,1,1,1,1834.279,1
1,19.2,0,0.124301968,3,89.7488,7,2002,1,1,1,2082.6224,1
1,14.5,1,0.097201128,13,159.4262,8,1997,2,0,1,2705.1454,2
1,5.19,0,0.042861968,5,196.811,2,2007,1,1,1,3731.809,2
1,13.3,1,0.0713931,6,61.0536,1,1987,0,2,1,1592.5936,0
2,19.6,0,0.041256807,9,88.8514,1,1987,0,2,1,2125.2336,1
1,17.75,0,0.034746076,4,248.275,6,2004,2,1,1,998.7,3
1,12.35,0,0.093441604,13,119.1124,9,1999,1,0,1,3673.8844,1
2,14.35,0,0.017024598,8,109.8228,1,1987,0,2,1,2099.9332,1
1,6.365,0,0.007363189,5,63.2536,7,2002,1,1,1,1225.072,0
0,12.6,0,0.014484582,14,143.9102,5,1985,1,2,3,3062.0142,2
1,12.6,1,0.011937183,3,184.7924,5,1985,1,2,3,4442.2176,2
2,14.75,0,0.032862976,8,238.6906,1,1987,0,2,1,4278.4308,3
1,12.15,0,0.015484763,5,211.9928,9,1999,1,0,1,631.1784,3
2,6.59,0,0.026163192,9,121.5098,1,1987,0,2,1,602.549,1
1,12.6,1,0.073920438,4,255.6356,8,1997,2,0,1,2797.6916,3
1,12.6,0,0.086352403,6,149.8734,4,1985,2,0,0,445.4202,2
2,12.6,0,0.03976832,11,83.9908,5,1985,1,2,3,2348.9424,1
1,12.6,1,0.015950066,1,47.7402,5,1985,1,2,3,1975.4286,0
1,12.6,1,0.082002559,5,59.2588,5,1985,1,2,3,1374.2112,0
1,7.325,0,0.093307668,6,92.7146,1,1987,0,2,1,2006.7212,1
1,12.6,0,0.143199389,1,175.837,4,1985,2,0,0,352.874,2
1,15.1,1,0.019965179,5,130.531,9,1999,1,0,1,908.817,1
1,12.6,1,0.116108797,0,164.121,5,1985,1,2,3,6035.477,2
1,8.51,1,0.078339081,13,172.9422,1,1987,0,2,1,1379.5376,2
1,20.35,1,0.031102571,4,257.2672,2,2007,1,1,1,2045.3376,3
2,17.85,0,0.018097419,8,96.9094,3,2009,1,2,2,1332.9316,1
1,18.25,0,0.078041216,13,258.4962,3,2009,1,2,2,2848.9582,3
2,17.6,0,0.08226356,8,160.492,1,1987,0,2,1,1278.336,2
1,10.895,0,0.026880159,5,106.428,8,1997,2,0,1,1491.392,1
2,12.6,0,0.142589751,9,35.919,5,1985,1,2,3,585.904,0
1,14.1,0,0.126292985,6,88.6198,3,2009,1,2,2,1133.8574,1
1,15.15,1,0.012260981,13,131.7284,6,2004,2,1,1,1186.4556,1
0,17.25,0,0.05869048,4,91.612,0,1998,2,2,0,93.212,1
2,17.6,0,0.018982338,8,237.059,3,2009,1,2,2,2836.308,3
2,14.6,0,0.059405152,9,179.6976,8,1997,2,0,1,3621.952,2
1,10.1,0,0.027059264,10,76.467,6,2004,2,1,1,1761.041,1
1,10.5,0,0.071244438,5,119.2098,6,2004,2,1,1,1325.6078,1
2,12.6,0,0.007455054,9,186.9556,6,2004,2,1,1,3942.8676,2
2,18.7,0,0.046088273,8,153.6682,8,1997,2,0,1,3506.7686,2
1,5.985,0,0.096185556,5,127.1678,3,2009,1,2,2,3560.6984,1
1,12.1,0,0.11487406,0,221.4114,8,1997,2,0,1,5099.3622,3
1,13.0,1,0.083643716,3,196.0426,9,1999,1,0,1,2570.6538,2
1,19.2,1,0.022965292,6,181.695,7,2002,1,1,1,2563.33,2
0,5.78,0,0.014584584,14,146.3102,7,2002,1,1,1,2187.153,2
1,7.17,1,0.059716729,6,130.9968,6,2004,2,1,1,2348.9424,1
1,20.85,1,0.062224479,0,88.1514,8,1997,2,0,1,1682.4766,1
2,18.75,0,0.034360687,9,215.7218,9,1999,1,0,1,4274.436,3
1,7.5,0,0.050708743,3,123.4072,1,1987,0,2,1,3185.1872,1
1,10.395,1,0.036957777,10,230.5352,7,2002,1,1,1,4580.704,3
1,12.8,1,0.023530953,10,223.5404,8,1997,2,0,1,1800.3232,3
1,11.65,1,0.058681957,0,170.4422,1,1987,0,2,1,517.3266,2
1,20.2,0,0.064728148,13,258.0646,2,2007,1,1,1,5668.6212,3
1,8.71,1,0.120773451,3,186.5924,0,1998,2,2,0,555.2772,2
1,8.31,1,0.115911972,13,177.3028,7,2002,1,1,1,1948.1308,2
1,19.0,1,0.10985775,6,188.8214,0,1998,2,2,0,188.4214,2
1,7.5,0,0.050853901,3,121.7072,7,2002,1,1,1,367.5216,1
2,6.525,0,0.090295708,9,84.6882,8,1997,2,0,1,601.2174,1
1,12.6,0,0.029084548,5,122.0098,4,1985,2,0,0,361.5294,1
2,12.6,0,0.026769592,9,77.0354,5,1985,1,2,3,2332.2974,1
1,6.985,1,0.137580452,10,182.8608,9,1999,1,0,1,4042.7376,2
2,11.3,0,0.066816565,9,192.2478,7,2002,1,1,1,1356.2346,2
0,6.115,1,0.01179078,14,189.053,0,1998,2,2,0,948.765,2
1,9.5,1,0.036921781,10,194.2452,0,1998,2,2,0,782.9808,2
1,15.7,0,0.122742389,3,134.2942,7,2002,1,1,1,1192.4478,1
1,16.0,0,0.089971292,4,143.2154,8,1997,2,0,1,1701.7848,2
1,13.1,1,0.099186992,5,198.7768,3,2009,1,2,2,3153.2288,2
1,16.85,0,0.036596012,13,90.6488,2,2007,1,1,1,633.8416,1
0,12.6,0,0.041821227,14,107.628,4,1985,2,0,0,213.056,1
1,14.85,1,0.016635488,13,157.563,0,1998,2,2,0,312.926,2
1,18.2,0,0.090084098,6,197.211,7,2002,1,1,1,3142.576,2
1,11.0,0,0.008960445,10,119.1756,9,1999,1,0,1,1696.4584,1
1,21.1,1,0.162418495,6,64.9168,2,2007,1,1,1,639.168,0
2,15.2,0,0.056237906,9,110.7912,0,1998,2,2,0,109.1912,1
0,12.6,0,0.071498575,7,37.7506,5,1985,1,2,3,796.9626,0
2,9.06,0,0.009791467,11,213.256,9,1999,1,0,1,4687.232,3
1,11.5,0,0.072820885,6,191.253,1,1987,0,2,1,3036.048,2
2,11.15,0,0.073354286,11,66.8142,6,2004,2,1,1,2372.9112,0
1,13.5,1,0.068010049,4,57.2562,7,2002,1,1,1,770.3306,0
1,15.1,1,0.087406863,6,221.8456,8,1997,2,0,1,663.1368,3
1,8.3,1,0.030198228,0,98.2384,9,1999,1,0,1,2167.8448,1
1,14.15,1,0.024442501,6,196.411,9,1999,1,0,1,2749.754,2
2,12.6,0,0.033436336,9,107.3912,5,1985,1,2,3,3057.3536,1
1,8.365,1,0.039844429,6,190.1188,8,1997,2,0,1,1904.188,2
1,11.85,1,0.055805027,0,53.0666,9,1999,1,0,1,512.666,0
2,19.6,0,0.047888606,8,42.277,6,2004,2,1,1,605.878,0
1,19.0,1,0.065735977,6,189.6214,9,1999,1,0,1,2826.321,2
1,18.25,0,0.076089711,13,212.9218,9,1999,1,0,1,3846.9924,3
1,19.85,1,0.020908608,13,63.5194,9,1999,1,0,1,557.2746,0
1,12.85,0,0.030678825,15,251.704,7,2002,1,1,1,3542.056,3
1,12.6,0,0.111381428,5,106.7622,5,1985,1,2,3,2964.1416,1
1,19.6,0,0.039738393,13,163.7526,3,2009,1,2,2,2960.1468,2
1,15.7,1,0.01903743,6,60.5536,2,2007,1,1,1,490.0288,0
1,13.3,0,0.06356617,5,151.3708,8,1997,2,0,1,3611.2992,2
1,10.395,0,0.112553853,13,59.022,3,2009,1,2,2,1378.206,0
1,10.5,1,0.013493914,13,143.7154,6,2004,2,1,1,3119.9388,2
1,19.35,0,0.118102769,13,224.8088,8,1997,2,0,1,2013.3792,3
1,14.1,0,0.06682033,13,198.9084,1,1987,0,2,1,4761.8016,2
2,17.1,0,0.038816115,9,166.4842,7,2002,1,1,1,1326.2736,2
1,12.6,1,0.076348933,13,32.8558,5,1985,1,2,3,713.0718,0
2,20.5,0,0.032819637,9,38.9822,9,1999,1,0,1,982.055,0
1,15.1,1,0.096249842,10,134.4942,9,1999,1,0,1,2119.9072,1
1,7.905,0,0.010003987,13,250.7408,1,1987,0,2,1,5757.8384,3
1,18.0,0,0.124452048,5,118.5124,8,1997,2,0,1,1303.6364,1
1,7.84,1,0.154363209,3,50.835,2,2007,1,1,1,599.22,0
1,15.15,1,0.066551268,5,144.676,2,2007,1,1,1,3954.852,2
1,15.2,1,0.173703549,6,175.8054,0,1998,2,2,0,1050.6324,2
1,19.85,0,0.054025644,12,197.2768,8,1997,2,0,1,6503.5344,2
1,12.6,0,0.03523927,0,231.601,5,1985,1,2,3,5972.226,3
1,7.325,0,0.093385381,6,91.3146,8,1997,2,0,1,1641.8628,1
2,5.88,0,0.024937792,9,148.4392,7,2002,1,1,1,2087.9488,2
1,10.695,1,0.060654268,2,174.7712,6,2004,2,1,1,3339.6528,2
0,12.6,0,0.06912336,14,106.0938,5,1985,1,2,3,2787.0388,1
2,20.25,0,0.025953257,9,179.5976,8,1997,2,0,1,2535.3664,2
1,11.65,0,0.033851785,12,112.186,6,2004,2,1,1,1018.674,1
1,19.35,0,0.118342285,13,222.6088,7,2002,1,1,1,1789.6704,3
1,7.235,0,0.058121214,13,115.8834,6,2004,2,1,1,1382.2008,1
1,12.15,0,0.015457803,5,209.9928,6,2004,2,1,1,5259.82,3
1,8.615,0,0.116152226,6,94.1436,1,1987,0,2,1,1512.6976,1
1,6.765,1,0.087260103,5,105.0306,8,1997,2,0,1,2090.612,1
1,10.3,1,0.0111263,13,87.254,8,1997,2,0,1,1211.756,1
1,13.15,1,0.038167453,13,89.4856,2,2007,1,1,1,1230.3984,1
1,8.84,1,0.076547632,5,109.5228,6,2004,2,1,1,1657.842,1
1,20.1,0,0.074931201,4,108.9228,3,2009,1,2,2,1105.228,1
2,18.85,0,0.16758389,9,194.6136,8,1997,2,0,1,2721.7904,2
1,18.25,0,0.054318517,13,140.9154,9,1999,1,0,1,6381.693,2
1,12.6,1,0.060800116,10,44.4744,5,1985,1,2,3,769.6648,0
1,8.115,1,0.032152786,3,157.3972,6,2004,2,1,1,1869.5664,2
2,15.1,0,0.055840055,9,139.8496,8,1997,2,0,1,1411.496,2
2,8.42,0,0.070968081,9,215.9192,2,2007,1,1,1,1941.4728,3
1,9.0,0,0.081996013,5,216.2534,6,2004,2,1,1,4301.068,3
1,8.18,1,0.082737261,5,57.3588,3,2009,1,2,2,343.5528,0
1,12.6,0,0.011206632,3,191.4188,5,1985,1,2,3,3998.7948,2
1,15.35,0,0.014047825,5,36.719,7,2002,1,1,1,585.904,0
1,20.6,1,0.045982389,13,177.0344,1,1987,0,2,1,535.3032,2
0,9.3,0,0.042256257,7,124.4388,1,1987,0,2,1,1609.9044,1
1,11.3,0,0.056424146,0,247.8118,6,2004,2,1,1,2223.1062,3
1,12.6,0,0.170254469,13,124.8704,5,1985,1,2,3,2127.8968,1
1,15.3,1,0.084749164,3,215.5218,6,2004,2,1,1,4060.7142,3
2,8.235,0,0.014541462,8,184.495,2,2007,1,1,1,3844.995,2
1,15.2,0,0.091763303,13,228.5352,8,1997,2,0,1,1832.2816,3
1,12.6,0,0.069851683,6,110.9912,5,1985,1,2,3,1310.2944,1
0,9.0,0,0.039004193,14,37.019,7,2002,1,1,1,659.142,0
1,9.0,1,0.05060313,3,150.9024,7,2002,1,1,1,4402.2696,2
1,15.35,1,0.113195815,6,190.8504,6,2004,2,1,1,3643.2576,2
1,12.6,1,0.134327613,13,35.0558,4,1985,2,0,0,33.9558,0
1,20.1,1,0.054584207,6,193.382,6,2004,2,1,1,4247.804,2
1,10.3,1,0.018623146,13,87.854,0,1998,2,2,0,259.662,1
1,12.35,0,0.093278912,13,118.7124,6,2004,2,1,1,2607.2728,1
0,8.88,0,0.086957199,7,152.5682,7,2002,1,1,1,1372.2138,2
1,15.85,0,0.13689554,1,176.437,0,1998,2,2,0,529.311,2
1,14.1,0,0.090043082,3,140.1496,3,2009,1,2,2,846.8976,2
2,20.25,0,0.014251461,9,148.6418,7,2002,1,1,1,2648.5524,2
2,16.5,0,0.035711426,8,93.612,9,1999,1,0,1,1584.604,1
1,13.6,1,0.043655155,6,156.7946,8,1997,2,0,1,3629.2758,2
0,12.6,1,0.108568067,14,42.9112,5,1985,1,2,3,809.6128,0
1,20.35,0,0.090480214,13,119.5466,0,1998,2,2,0,117.8466,1
1,7.275,0,0.027942357,13,145.076,6,2004,2,1,1,1611.236,2
1,19.7,0,0.041730507,5,109.2912,6,2004,2,1,1,2402.2064,1
1,12.6,0,0.099589909,5,109.1886,5,1985,1,2,3,4225.1668,1
2,14.15,0,0.008829806,9,196.811,3,2009,1,2,2,4517.453,2
1,19.0,0,0.067722325,13,130.8626,3,2009,1,2,2,1573.9512,1
1,12.6,0,0.060405784,0,234.5616,5,1985,1,2,3,6796.4864,3
0,6.96,0,0.077193561,14,89.9146,8,1997,2,0,1,1277.0044,1
1,15.35,0,0.013869039,5,62.5168,3,2009,1,2,2,447.4176,0
2,17.1,0,0.067290244,9,114.586,7,2002,1,1,1,1584.604,1
1,10.195,1,0.146960375,5,142.2838,7,2002,1,1,1,1685.8056,2
1,12.6,0,0.018632082,3,82.9908,4,1985,2,0,0,503.3448,1
1,5.78,0,0.096536082,1,162.8552,9,1999,1,0,1,3574.0144,2
0,6.385,0,0.084008316,7,108.2596,7,2002,1,1,1,1186.4556,1
1,12.6,0,0.005638944,0,184.9924,5,1985,1,2,3,3146.5708,2
1,9.3,0,0.01601936,4,248.5092,6,2004,2,1,1,6474.2392,3
1,13.65,1,0.13187274,4,188.024,0,1998,2,2,0,745.696,2
1,9.195,0,0.114863923,5,59.0246,6,2004,2,1,1,1853.5872,0
1,9.17,0,0.103138922,0,141.747,9,1999,1,0,1,3006.087,2
1,12.6,0,0.056191301,12,53.2982,7,2002,1,1,1,736.3748,0
1,14.85,0,0.01867669,3,188.7214,2,2007,1,1,1,3956.8494,2
1,19.35,1,0.021578923,6,120.5098,2,2007,1,1,1,1807.647,1
1,5.46,1,0.032242661,3,187.624,7,2002,1,1,1,3542.056,2
1,8.785,0,0.025962714,6,120.9414,6,2004,2,1,1,1949.4624,1
1,12.6,0,0.096407554,13,210.8612,7,2002,1,1,1,3344.9792,3
2,8.76,0,0.050256604,8,127.3336,3,2009,1,2,2,2684.5056,1
1,12.3,1,0.058234621,13,58.7562,7,2002,1,1,1,592.562,0
2,19.6,0,0.023931217,9,103.1964,1,1987,0,2,1,736.3748,1
1,8.155,1,0.033692089,5,76.2354,3,2009,1,2,2,1279.0018,1
1,12.6,1,0.023417004,10,223.8404,5,1985,1,2,3,7201.2928,3
0,7.97,0,0.034647829,14,171.2422,2,2007,1,1,1,3103.9596,2
1,18.85,0,0.142219209,3,167.6132,3,2009,1,2,2,1522.0188,2
1,11.1,0,0.11089655,6,191.5846,7,2002,1,1,1,2101.9306,2
2,9.6,0,0.006708517,9,164.6184,9,1999,1,0,1,2972.1312,2
1,9.27,0,0.103419257,4,148.105,0,1998,2,2,0,149.805,2
1,13.35,0,0.032180494,10,61.2194,8,1997,2,0,1,433.4358,0
1,11.3,1,0.066717378,5,260.8962,6,2004,2,1,1,4920.9278,3
1,19.0,0,0.128814669,13,107.6622,2,2007,1,1,1,1164.4842,1
1,12.3,0,0.111500259,0,35.6874,7,2002,1,1,1,846.8976,0
1,6.425,0,0.010497273,3,118.3808,2,2007,1,1,1,2812.3392,1
1,11.5,1,0.020653603,4,84.954,3,2009,1,2,2,865.54,1
1,5.19,0,0.042687151,5,195.911,9,1999,1,0,1,2946.165,2
1,12.15,0,0.021705417,1,163.5184,1,1987,0,2,1,3137.2496,2
1,15.25,0,0.026651184,13,86.6198,9,1999,1,0,1,1657.1762,1
1,11.8,1,0.106968096,4,221.6772,1,1987,0,2,1,3113.2808,3
1,15.7,1,0.030686952,13,253.4724,7,2002,1,1,1,1510.0344,3
1,16.75,1,0.008191729,3,103.5674,8,1997,2,0,1,1629.8784,1
1,10.8,1,0.048218142,0,42.2138,9,1999,1,0,1,690.4346,0
1,11.8,1,0.107036943,4,220.3772,6,2004,2,1,1,4447.544,3
1,12.6,0,0.032381325,10,166.1842,5,1985,1,2,3,5470.8786,2
1,7.81,1,0.034043503,13,168.7158,9,1999,1,0,1,2673.8528,2
1,11.1,1,0.036027524,5,177.2712,8,1997,2,0,1,3339.6528,2
1,10.5,1,0.02498633,6,216.7508,6,2004,2,1,1,3038.7112,3
0,6.135,0,0.115032406,14,161.0236,8,1997,2,0,1,1288.9888,2
1,12.6,0,0.068765925,1,216.9166,5,1985,1,2,3,4354.332,3
2,12.6,0,0.006727008,11,125.173,5,1985,1,2,3,3202.498,1
1,9.3,0,0.016087659,4,249.6092,3,2009,1,2,2,5976.2208,3
2,8.51,0,0.051936086,9,142.947,6,2004,2,1,1,3006.087,2
2,8.645,0,0.1442339,8,95.441,2,2007,1,1,1,3282.394,1
1,8.6,1,0.05443912,1,128.831,1,1987,0,2,1,1038.648,1
1,12.6,0,0.033059299,6,196.4768,5,1985,1,2,3,6306.4576,2
2,14.5,0,0.089778187,8,158.4604,8,1997,2,0,1,2693.8268,2
1,6.65,0,0.053372768,3,149.5734,9,1999,1,0,1,2524.0478,2
1,20.1,1,0.022406575,6,225.9036,1,1987,0,2,1,3643.2576,3
1,15.25,1,0.065896556,13,179.266,8,1997,2,0,1,1438.128,2
1,17.7,0,0.088305201,4,182.3292,2,2007,1,1,1,4195.8716,2
1,7.075,0,0.022566975,5,97.3068,8,1997,2,0,1,1263.6884,1
1,5.82,1,0.077756427,6,254.533,2,2007,1,1,1,1281.665,3
0,8.785,0,0.020609218,14,155.1656,9,1999,1,0,1,4016.1056,2
2,12.6,0,0.013066448,9,140.9154,5,1985,1,2,3,2127.231,2
1,12.6,1,0.135118202,5,52.564,5,1985,1,2,3,2290.352,0
1,15.7,1,0.030624844,13,252.2724,8,1997,2,0,1,1258.362,3
2,7.39,0,0.092705683,9,251.9066,1,1987,0,2,1,4267.1122,3
1,12.6,0,0.042941559,1,102.9332,4,1985,2,0,0,102.5332,1
1,6.8,0,0.03748996,0,48.6034,6,2004,2,1,1,291.6204,0
1,12.6,1,0.025795293,13,80.2302,5,1985,1,2,3,2139.2154,1
1,11.5,0,0.046115083,13,120.2124,6,2004,2,1,1,1540.6612,1
1,17.6,1,0.053170949,15,45.606,6,2004,2,1,1,1724.422,0
1,7.75,1,0.082915017,5,34.9558,6,2004,2,1,1,645.1602,0
1,12.6,0,0.082028694,0,148.6076,5,1985,1,2,3,3990.8052,2
1,18.6,0,0.076975118,13,161.8236,9,1999,1,0,1,1611.236,2
0,5.73,0,0.045371855,14,86.0882,8,1997,2,0,1,1116.5466,1
2,12.15,0,0.028642712,9,149.0708,9,1999,1,0,1,1203.7664,2
1,5.44,1,0.017047751,0,174.637,1,1987,0,2,1,2999.429,2
1,17.7,1,0.042562588,5,165.021,7,2002,1,1,1,3425.541,2
2,12.6,0,0.181769264,11,240.6196,5,1985,1,2,3,4579.3724,3
0,12.1,0,0.016812745,7,180.666,1,1987,0,2,1,4134.618,2
1,6.26,1,0.016516867,10,151.1366,0,1998,2,2,0,453.4098,2
2,15.75,0,0.134960397,9,101.37,1,1987,0,2,1,2097.27,1
1,5.905,0,0.045614252,3,221.5456,1,1987,0,2,1,6852.4136,3
2,16.0,0,0.099136036,9,210.3902,8,1997,2,0,1,1486.7314,3
2,20.25,0,0.014222617,9,148.9418,8,1997,2,0,1,3531.4032,2
1,5.175,0,0.037457098,3,83.4224,9,1999,1,0,1,1448.7808,1
1,9.0,0,0.079279489,3,77.2644,1,1987,0,2,1,1335.5948,1
1,15.6,1,0.045835395,13,168.2132,9,1999,1,0,1,2367.5848,2
1,5.175,1,0.029616108,13,107.7622,3,2009,1,2,2,2011.3818,1
1,18.7,0,0.0576269,4,83.3566,9,1999,1,0,1,1860.2452,1
2,17.6,0,0.015687045,9,182.6976,8,1997,2,0,1,3440.8544,2
2,18.2,0,0.162960415,8,43.5086,1,1987,0,2,1,1070.6064,0
2,13.15,0,0.024651269,9,179.5686,8,1997,2,0,1,1422.1488,2
1,8.6,1,0.091195818,1,130.231,0,1998,2,2,0,129.831,1
1,12.6,1,0.058542509,6,168.6448,5,1985,1,2,3,3408.896,2
1,20.35,0,0.089608321,4,262.1594,9,1999,1,0,1,3139.9128,3
2,7.39,0,0.067766896,8,140.6812,6,2004,2,1,1,3704.5112,2
2,19.6,0,0.041355366,9,88.7514,9,1999,1,0,1,2656.542,1
1,16.25,0,0.145913308,4,95.441,0,1998,2,2,0,193.082,1
0,6.28,0,0.027748176,14,86.5198,9,1999,1,0,1,1395.5168,1
0,9.395,0,0.159201868,14,226.072,1,1987,0,2,1,3621.952,3
1,7.72,0,0.052274691,6,79.1986,2,2007,1,1,1,778.986,1
2,12.65,0,0.042175992,9,106.4938,1,1987,0,2,1,2465.4574,1
1,12.6,0,0.057933643,10,175.1738,4,1985,2,0,0,347.5476,2
1,15.5,1,0.026280116,6,102.3332,1,1987,0,2,1,922.7988,1
0,8.88,0,0.086916126,7,153.3682,9,1999,1,0,1,1219.7456,2
1,18.25,0,0.075347426,13,126.3046,7,2002,1,1,1,747.0276,1
1,8.935,0,0.040410039,5,52.9298,2,2007,1,1,1,539.298,0
2,16.0,0,0.09911729,9,210.7902,6,2004,2,1,1,4460.1942,3
1,19.7,0,0.053439522,6,55.093,3,2009,1,2,2,1018.674,0
1,20.6,0,0.023448504,6,93.9778,6,2004,2,1,1,2816.334,1
2,19.25,0,0.108030434,9,32.4558,8,1997,2,0,1,101.8674,0
1,14.15,1,0.024404558,6,198.311,8,1997,2,0,1,2553.343,2
1,6.63,1,0.010961483,13,58.2588,7,2002,1,1,1,343.5528,0
1,11.8,1,0.026358005,3,39.6138,8,1997,2,0,1,365.5242,0
1,12.6,0,0.03627089,1,85.9566,4,1985,2,0,0,169.1132,1
1,12.85,0,0.137227848,13,155.563,8,1997,2,0,1,4224.501,2
1,11.6,1,0.144832027,4,239.8222,2,2007,1,1,1,4063.3774,3
1,12.6,1,0.029157849,5,97.0726,4,1985,2,0,0,293.6178,1
1,12.15,1,0.058756205,6,161.0552,2,2007,1,1,1,3411.5592,2
1,4.635,0,0.141108156,1,128.2994,9,1999,1,0,1,2698.4874,1
0,19.6,0,0.024325592,4,48.5718,3,2009,1,2,2,425.4462,0
1,20.2,1,0.121500143,13,95.0752,7,2002,1,1,1,2588.6304,1
1,12.6,1,0.160653682,3,185.2266,5,1985,1,2,3,5901.6512,2
0,9.395,1,0.109096371,14,44.6112,8,1997,2,0,1,511.3344,0
1,11.395,1,0.069574013,10,232.8616,6,2004,2,1,1,2812.3392,3
1,19.5,1,0.027458099,3,158.792,3,2009,1,2,2,2556.672,2
1,18.35,1,0.092226754,5,184.4266,8,1997,2,0,1,3504.1054,2
1,11.8,1,0.014144442,5,180.4344,3,2009,1,2,2,535.3032,2
1,11.3,0,0.056754036,0,247.5118,2,2007,1,1,1,2470.118,3
2,19.6,0,0.023999722,9,104.0964,7,2002,1,1,1,525.982,1
1,14.0,0,0.041355366,15,182.0634,9,1999,1,0,1,4544.085,2
0,19.7,0,0.024655594,14,84.3592,8,1997,2,0,1,743.0328,1
1,12.5,0,0.081134826,10,220.0798,8,1997,2,0,1,4848.3556,3
2,12.3,0,0.052608525,9,191.253,7,2002,1,1,1,2656.542,2
1,7.435,0,0.084452363,15,165.2158,8,1997,2,0,1,2840.9686,2
1,6.48,0,0.033899898,13,146.9076,8,1997,2,0,1,2956.152,2
1,17.6,0,0.058042926,10,154.6314,1,1987,0,2,1,1861.5768,2
1,8.155,0,0.119692888,10,188.453,7,2002,1,1,1,4364.319,2
1,16.1,0,0.0343603,6,253.4356,9,1999,1,0,1,2797.6916,3
1,15.5,1,0.100922503,6,199.0768,9,1999,1,0,1,2759.0752,2
2,12.6,0,0.016956266,8,109.3228,5,1985,1,2,3,2431.5016,1
1,4.785,0,0.092576144,1,121.0098,6,2004,2,1,1,2530.7058,1
2,14.6,0,0.025742955,9,197.1084,9,1999,1,0,1,4761.8016,2
1,6.445,0,0.029812714,0,95.4436,3,2009,1,2,2,1229.0668,1
1,4.88,1,0.133382115,0,55.0298,1,1987,0,2,1,647.1576,0
1,8.395,0,0.039484739,13,97.9042,6,2004,2,1,1,1686.4714,1
2,10.0,0,0.021425341,9,250.175,8,1997,2,0,1,2996.1,3
1,12.6,1,0.02624324,0,143.8128,5,1985,1,2,3,4458.1968,2
1,12.35,1,0.185704641,0,77.1328,1,1987,0,2,1,2239.7512,1
2,11.3,0,0.066668724,9,192.4478,6,2004,2,1,1,2712.4692,2
1,12.6,1,0.149305497,10,119.6124,4,1985,2,0,0,592.562,1
1,19.5,1,0.030688557,3,85.754,6,2004,2,1,1,2163.85,1
1,19.7,0,0.041803291,5,110.3912,9,1999,1,0,1,3275.736,1
1,7.75,1,0.082861686,5,32.6558,1,1987,0,2,1,679.116,0
1,15.1,0,0.076385385,0,88.483,3,2009,1,2,2,988.713,1
1,12.6,0,0.021498768,6,111.5228,5,1985,1,2,3,1768.3648,1
2,11.1,0,0.033102681,9,116.6124,6,2004,2,1,1,1540.6612,1
1,7.075,0,0.058676973,4,142.0128,2,2007,1,1,1,2588.6304,2
1,7.97,0,0.021531416,12,108.4596,6,2004,2,1,1,3020.0688,1
2,12.15,0,0.028592842,9,151.0708,6,2004,2,1,1,2858.9452,2
1,14.1,0,0.067148407,13,200.4084,3,2009,1,2,2,3968.168,2
1,12.6,0,0.026552056,3,56.2246,5,1985,1,2,3,1737.738,0
1,11.1,1,0.060302689,5,175.8712,0,1998,2,2,0,175.7712,2
0,12.6,0,0.138269873,14,111.686,4,1985,2,0,0,452.744,1
1,7.42,1,0.036109859,12,186.5582,0,1998,2,2,0,185.7582,2
1,16.35,0,0.020579897,6,52.1324,9,1999,1,0,1,934.7832,0
1,19.1,1,0.025912378,6,146.8418,9,1999,1,0,1,1765.7016,2
1,12.6,1,0.086077865,6,143.8102,4,1985,2,0,0,291.6204,2
1,5.19,1,0.044432887,10,102.899,3,2009,1,2,2,1651.184,1
0,11.8,0,0.115346634,14,200.2084,9,1999,1,0,1,4563.3932,2
1,11.35,1,0.063226306,4,87.9856,8,1997,2,0,1,1494.0552,1
